web_scraper_order,web_scraper_start_url,category,category_href,category_emoji_character,category_name,category_description,category_emoji_item,category_emoji_item_href,emoji_character,emoji_name,emoji_description,emoji_name_aliases,emoji_apple_name,emoji_unicode_name,emoji_codepoints,emoji_shortcodes,emoji_references
"1573612410-1756","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🥽 Goggles","https://emojipedia.org/goggles/","🥽","Goggles","Goggles of a type that are not specified, but implied to be safety goggles instead of swimming goggles.

Goggles was approved as part of Unicode 11.0 in 2018
and added to Emoji 11.0 in 2018.","null","Goggles","null","U+1F97D","null","🥽 on Instagram
🥽 on Twitter
🥽 on Wikipedia
🥽 on Yelp
🥽 on YouTube
🥽 on Google Trends
🥽 on Nomad List"
"1573610802-1026","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🚬 Cigarette","https://emojipedia.org/smoking-symbol/","🚬","Cigarette","A lit, filtered cigarette, shown burning at different directions. Commonly used to represent various forms of smoking (e.g., tobacco, marijuana, vaping) as well as metaphorical senses of smoking.
Originally intended as a sign for a designated smoking area, as contrasted to 🚭 No Smoking Symbol. This is illustrated in Samsung’s previous design of a stylized, white cigarette on a blue background.

Cigarette was approved as part of Unicode 6.0 in 2010
under the name “Smoking Symbol”
and added to Emoji 1.0 in 2015.","🚬 Cigarette
🚬 Smoke","Cigarette","Smoking Symbol","U+1F6AC",":smoking:","🥖 Baguette Bread
🥦 Broccoli
💨 Dashing Away
🔥 Fire
🧯 Fire Extinguisher
🇫🇷 Flag: France
🌿 Herb
🍄 Mushroom
🚭 No Smoking
💊 Pill
☠ Skull and Crossbones
🥃 Tumbler Glass
🌋 Volcano
🌬 Wind Face
🍷 Wine Glass"
"1573610697-978","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🕗 Eight O’Clock","https://emojipedia.org/clock-face-eight-oclock/","🕗","Eight O’Clock","Eight O’Clock was approved as part of Unicode 6.0 in 2010
under the name “Clock Face Eight O’Clock”
and added to Emoji 1.0 in 2015.","null","Eight O’Clock","Clock Face Eight O’Clock","U+1F557",":clock8:","⏰ Alarm Clock
🕣 Eight-Thirty
🕘 Nine O’Clock
🕐 One O’Clock
🕖 Seven O’Clock
🕙 Ten O’Clock
🕒 Three O’Clock
⌚ Watch"
"1573612159-1643","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🐲 Dragon Face","https://emojipedia.org/dragon-face/","🐲","Dragon Face","The face of a dragon, a mythical creature resembling a giant reptile found in the folklore of many cultures. Depicted as a green, Chinese-styled dragon looking straight ahead or facing left. Often shown with huge nostrils, baring large teeth and a red tongue, with antler-like structures on its head, whisker-like tendrils by its nostrils, and a green or yellow mane.
See also 🐉 Dragon. One of the 12 animals of the Chinese zodiac. Commonly used on Chinese New Year and St. George's Day. Also used for various medieval and fantasy content.
Available as an Apple Animoji.
Microsoft's dragon face was previously red and looking straight ahead. Samsung's dragon face previously resembled a red, friendly, cartoon-styled imp with horns.

Dragon Face was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🐲 Dragon Head","Dragon Head","null","U+1F432",":dragon_face:","🦇 Bat
⚔ Crossed Swords
🔮 Crystal Ball
🦌 Deer
🐉 Dragon
🧚 Fairy
🇨🇳 Flag: China
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Flag: England
🇭🇰 Flag: Hong Kong SAR China
🏴󠁧󠁢󠁷󠁬󠁳󠁿 Flag: Wales
🐸 Frog
👹 Ogre
🦁 Lion
🦎 Lizard
🧙 Mage
🀄 Mahjong Red Dragon
🧧 Red Envelope
🦕 Sauropod
🛡 Shield
 🐍 Snake
🦖 T-Rex
🐢 Turtle
🦄 Unicorn"
"1573611780-1480","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍣 Sushi","https://emojipedia.org/sushi/","🍣","Sushi","Japanese sushi, generally depicted as two pieces of raw pinkish-orange fish, as tuna or salmon, on white rice (nigiri). Some platforms show the cylindrical maki, a piece of seafood, vegetables, and white rice wrapped in seaweed (nori).

Sushi was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🍣 Sashimi
🍣 Seafood","Sushi","null","U+1F363",":sushi:","🍱 Bento Box
🐡 Blowfish
🥢 Chopsticks
🍚 Cooked Rice
🍛 Curry Rice
🍡 Dango
🥟 Dumpling
🐟 Fish
🍥 Fish Cake With Swirl
🇯🇵 Flag: Japan
🍤 Fried Shrimp
🏮 Red Paper Lantern
🍖 Meat on Bone
🍢 Oden

🍙 Rice Ball
🍘 Rice Cracker
🍠 Roasted Sweet Potato
🍶 Sake
🍜 Steaming Bowl
🍵 Teacup Without Handle
🐠 Tropical Fish"
"1573612983-2015","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","☠ Skull and Crossbones","https://emojipedia.org/skull-and-crossbones/","☠️","Skull and Crossbones","A cartoon human skull atop an X-shaped pair of bones, as on a pirate flag or poison symbol. Samsung’s design previously displayed a skull and crossbones on a yellow triangle, indicating a hazardous material.
May represent various ideas of death or danger, e.g., dying from laughter or killing it with great skill. May also represent various pirate characters or mascots.
Popular around Halloween. Not to be confused with 💀 Skull, though their applications may overlap.

Skull and Crossbones was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015.","null","Skull and Crossbones","null","U+2620","null","☠️ on Instagram
☠️ on Twitter
☠️ on Wikipedia
☠️ on Yelp
☠️ on YouTube
☠️ on Google Trends
☠️ on Nomad List"
"1573610020-700","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇨🇿 Flag: Czechia","https://emojipedia.org/flag-for-czech-republic/","🇨🇿","Flag: Czechia","The flag for Czechia, which may show as the letters CZ on some platforms. This was formerly known as Czech Republic.
The Flag: Czechia emoji is a sequence of the 🇨 Regional Indicator Symbol Letter C and 🇿 Regional Indicator Symbol Letter Z emojis.
These display as a single emoji on supported platforms.

Flag: Czechia was added to Emoji 1.0 in 2015.","🇨🇿 Czech Flag","Flag of Czechia","null","U+1F1E8","null","🇨🇿 on Instagram
🇨🇿 on Twitter
🇨🇿 on Wikipedia
🇨🇿 on Yelp
🇨🇿 on YouTube
🇨🇿 on Google Trends
🇨🇿 on Nomad List"
"1573610738-998","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","💮 White Flower","https://emojipedia.org/white-flower/","💮","White Flower","A stylized white flower. Generally depicted as a rosette-shaped cherry blossom in pink or red outline, often with a white fill.
Apple, WhatsApp, and Facebook's designs feature Japanese characters roughly translating to very well done, used by teachers as a stamp for students who did exceptional work, often accompanied by a score in red.
Commonly used for Valentine’s Day, Mother’s Day, and other special occasions. May be more generally used to express such ideas as love, happiness, and beauty. Also used as a pink, white, or red accent color.
Not to be confused with 🌸 Cherry Blossom and 🌺 Hibiscus, though their applications may overlap.
Apple's flower previously featured a red-outlined design, Google's an orange outline. Microsoft's flower was previously black and white, Samsung and Facebook's pink and white.

White Flower was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","💮 Cherry Blossom
💮 Paper Doily
💮 Well Done Stamp","White Flower","null","U+1F4AE",":white_flower:","🌼 Blossom
💐 Bouquet
🌸 Cherry Blossom
🇯🇵 Flag: Japan
⚜ Fleur-de-lis
🌺 Hibiscus
💯 Hundred Points
🌹 Rose
🏵 Rosette
🆒 Cool Button
🌻 Sunflower
🌷 Tulip
🥀 Wilted Flower"
"1573611137-1184","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🧿 Nazar Amulet","https://emojipedia.org/nazar-amulet/","🧿","Nazar Amulet","A nazar, an eye-shaped amulet believed to protect against the evil eye, especially in Turkish culture. Depicted as a rich blue, circular bead with a black dot in the center ringed with white and light blue, resembling an eye.
Commonly used to represent eyes, various senses of looking, various senses of charms, envy and jealousy, and Turkey and Turkish culture. Also used for its blue color more generally.
WhatsApp and Facebook's designs include a small hole, as for threading the amulet on a string or chain.

Nazar Amulet was approved as part of Unicode 11.0 in 2018
and added to Emoji 11.0 in 2018.","🧿 Evil Eye Talisman
🧿 Nazar Boncuğu","Nazar Amulet","null","U+1F9FF","null","🧿 on Instagram
🧿 on Twitter
🧿 on Wikipedia
🧿 on Yelp
🧿 on YouTube
🧿 on Google Trends
🧿 on Nomad List"
"1573612446-1773","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨‍👦 Family: Man, Boy","https://emojipedia.org/family-man-boy/","👨‍👦","Family: Man, Boy","The Family: Man, Boy emoji is a sequence of the 👨 Man and 👦 Boy emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Family: Man, Boy was added to Emoji 4.0 in 2016.","null","Family With Father and Son","null","U+1F468","null","👦 Boy
🛉 Boys Symbol
👪 Family
🎅 Santa Claus
💏 Kiss
👨 Man
🤵 Man in Tuxedo
👴 Old Man"
"1573611688-1439","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🧗 Person Climbing","https://emojipedia.org/person-climbing/","🧗","Person Climbing","A rock climber, shown climbing up a rock formation. Some platforms show the climber with a helmet and/or rope. The Emojipedia Sample image was created with assistance from World Champion Rock Climber Sasha DiGiulian.
Variations exist for 🧗‍♀️ Woman Climbing and 🧗‍♂️ Man Climbing.

Person Climbing was approved as part of Unicode 10.0 in 2017
and added to Emoji 5.0 in 2017.","🧗 Climber
🧗 Rock Climbing","Woman Climbing","null","U+1F9D7","null","🏜 Desert
⚒ Hammer and Pick
⛑ Rescue Worker’s Helmet
🥾 Hiking Boot
🧗‍♂️ Man Climbing
🐒 Monkey
⛰ Mountain
🚵 Person Mountain Biking
🚞 Mountain Railway
⛏ Pick
🌄 Sunrise Over Mountains
🧗‍♀️ Woman Climbing"
"1573611977-1559","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","☂ Umbrella","https://emojipedia.org/umbrella/","☂️","Umbrella","An opened, dry umbrella. Generally depicted with purple fabric and a hooked handle.
Commonly used for various content concerning rainy weather. Occasionally used as a purple accent color.
Not to be confused with ☔ Umbrella With Rain Drops or 🌂 Closed Umbrella, though their applications may overlap.
WhatsApp’s umbrella is green. Google’s umbrella was previously blue, Microsoft and Samsung’s once red.

Umbrella was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015.","☂️ Umbrella","Umbrella","null","U+2602","null","☂️ on Instagram
☂️ on Twitter
☂️ on Wikipedia
☂️ on Yelp
☂️ on YouTube
☂️ on Google Trends
☂️ on Nomad List"
"1573610617-940","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","⛔ No Entry","https://emojipedia.org/no-entry/","⛔","No Entry","No Entry was approved as part of Unicode 5.2 in 2009
and added to Emoji 1.0 in 2015.","null","No Entry","null","U+26D4",":no_entry:","⛐ Car Sliding
⛓️ Chains
🏚 Derelict House
🙅 Person Gesturing No
🚳 No Bicycles
🔞 No One Under Eighteen
⚴ Pallas
⛤ Pentagram"
"1573609681-541","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇸🇽 Flag: Sint Maarten","https://emojipedia.org/flag-for-sint-maarten/","🇸🇽","Flag: Sint Maarten","The flag for Sint Maarten, which may show as the letters SX on some platforms. This is the Dutch half of the of the Caribbean island of Saint Martin. Not to be confused with St. Martin, the French half of the same island.
The Flag: Sint Maarten emoji is a sequence of the 🇸 Regional Indicator Symbol Letter S and 🇽 Regional Indicator Symbol Letter X emojis.
These display as a single emoji on supported platforms.


Flag: Sint Maarten was added to Emoji 1.0 in 2015.","null","Flag of Sint Maarten","null","U+1F1F8","null","🇸🇽 on Instagram
🇸🇽 on Twitter
🇸🇽 on Wikipedia
🇸🇽 on Yelp
🇸🇽 on YouTube
🇸🇽 on Google Trends
🇸🇽 on Nomad List"
"1573610573-919","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","↪ Left Arrow Curving Right","https://emojipedia.org/rightwards-arrow-with-hook/","↪️","Left Arrow Curving Right","An arrow pointing to the right, with a curved hook at the other end. Similar in appearance to a sideways U Turn symbol, or a forward icon in an email application.

Left Arrow Curving Right was approved as part of Unicode 1.1 in 1993
under the name “Rightwards Arrow With Hook”
and added to Emoji 1.0 in 2015.","↪️ Email Forward
↪️ Right Curved Arrow","Left Arrow Curving Right","Rightwards Arrow With Hook","U+21AA",":arrow_right_hook:","⏩ Fast-Forward Button
➡️ Right Arrow
🗘 Clockwise Right and Left Semicircle Arrows
↔️ Left-Right Arrow
↩️ Right Arrow Curving Left
📲 Mobile Phone With Arrow
🔛 On! Arrow
🔜 Soon Arrow"
"1573613120-2078","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤫 Shushing Face","https://emojipedia.org/face-with-finger-covering-closed-lips/","🤫","Shushing Face","A yellow face placing an index finger over pursed lips, as if issuing Shh! or Shush! for silence. Some platforms feature raised eyebrows. Apple’s design suggests the face is tilting back slightly. 
May convey silence, quiet, secrecy, and discreetness. May also create a sense of buzz and anticipation, e.g., an exclusive sneak peek or news scoop.
See also 🤐 Zipper-Mouth Face. Joins 🤗 Hugging Face, 🤔 Thinking Face, and 🤭 Face With Hand Over Mouth as one of the few smileys featuring hands.

Shushing Face was approved as part of Unicode 10.0 in 2017
under the name “Face With Finger Covering Closed Lips”
and added to Emoji 5.0 in 2017.","🤫 Hush
🤫 Quiet
🤫 Shh","Shushing Face","Face With Finger Covering Closed Lips","U+1F92B","null","🤫 on Instagram
🤫 on Twitter
🤫 on Wikipedia
🤫 on Yelp
 🤫 on YouTube
🤫 on Google Trends
🤫 on Nomad List"
"1573611221-1224","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🎆 Fireworks","https://emojipedia.org/fireworks/","🎆","Fireworks","Firework emoji, showing a explosion of colored light in the night sky, used for any number of celebrations such as New Year's Eve.
Colors vary by platform, and may include pink, purple, yellow, blue, and green.

Fireworks was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🎆 Explosion","Fireworks","null","U+1F386",":fireworks:","🍾 Bottle With Popping Cork
🌉 Bridge at Night
🏙 Cityscape
🥂 Clinking Glasses
🎊 Confetti Ball
💫 Dizzy
🏰 Castle
🔥 Fire
🧯 Fire Extinguisher
🧨 Firecracker
🎇 Sparkler
🥮 Moon Cake
🌃 Night With Stars
🎉 Party Popper
🤯 Exploding Head
✨ Sparkles
🌋 Volcano"
"1573613033-2036","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😦 Frowning Face With Open Mouth","https://emojipedia.org/frowning-face-with-open-mouth/","😦","Frowning Face With Open Mouth","A yellow face with small, open eyes and an open frown. Samsung’s design shows upper teeth and tongue. Meaning widely varies, but may convey mild sadness, disappointment, concern, and amazement.

Frowning Face With Open Mouth was approved as part of Unicode 6.1 in 2012
and added to Emoji 1.0 in 2015.","😦 Yawning","Frowning Face With Open Mouth","null","U+1F626",":frowning:","😧 Anguished Face
😲 Astonished Face
😞 Disappointed Face
😵 Dizzy Face
🤤 Drooling Face
😱 Face Screaming in Fear
🤨 Face With Raised Eyebrow
😮 Face With Open Mouth
😨 Fearful Face
😯 Hushed Face
😐 Neutral Face
🙍 Person Frowning
🤯 Exploding Head
🙁 Slightly Frowning Face
👎 Thumbs Down
😫 Tired Face
🙀 Weary Cat
☹ Frowning Face
🤐 Zipper-Mouth Face"
"1573612746-1914","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🙋‍♂️ Man Raising Hand","https://emojipedia.org/man-raising-hand/","🙋‍♂️","Man Raising Hand","The man version of the 🙋 Happy Person Raising One Hand emoji.
The Man Raising Hand emoji is a sequence of the 🙋 Happy Person Raising One Hand and ♂ Male Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Raising Hand was added to Emoji 4.0 in 2016.","null","Happy Man Raising One Hand","null","U+1F64B","null","🤨 Face With Raised Eyebrow
🙋 Person Raising Hand
🙌 Raising Hands
🤚 Raised Back of Hand
✋ Raised Hand
🖐️ Hand With Fingers Splayed
🖑 Reversed Raised Hand with Fingers Splayed
🙋‍♀️ Woman Raising Hand"
"1573612564-1827","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🧝 Elf","https://emojipedia.org/elf/","🧝","Elf","Creatures with pointed ears and human-like faces. Female and male elves are available.

Elf was approved as part of Unicode 10.0 in 2017
and added to Emoji 5.0 in 2017.","🧝 Legolas","Man Elf","null","U+1F9DD","null","🔮 Crystal Ball
🗡 Dagger
🌳 Deciduous Tree
🍃 Leaf Fluttering in Wind
🧝‍♂️ Man Elf
🏞 National Park
🛡 Shield
🌄 Sunrise Over Mountains
🦄 Unicorn
🧝‍♀️ Woman Elf"
"1573611423-1319","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏡 House With Garden","https://emojipedia.org/house-with-garden/","🏡","House With Garden","A suburban-looking house, with a tree, flower, or shrubs around it in the garden.

House With Garden was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🏡 House And Tree","House With Garden","null","U+1F3E1",":house_with_garden:","🐜 Ant
🌼 Blossom
💐 Bouquet
🐛 Bug
🦋 Butterfly
🌳 Deciduous Tree
🏚 Derelict House
🚪 Door
🌲 Evergreen Tree
👪 Family
🏠 House
🐞 Lady Beetle
🌹 Rose
🏫 School
🐌 Snail
🕷 Spider
🌻 Sunflower
🌷 Tulip"
"1573612091-1612","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🌻 Sunflower","https://emojipedia.org/sunflower/","🌻","Sunflower","A sunflower, a tall, round flower with large yellow petals. Depicted as a single, vertical sunflower with a large, dark-brown center on a green stem.
Commonly used for Mother’s Day and other special occasions. May be more generally used to convey such sentiments happiness and love. Also used as a yellow accent color and in association with summer and farming.
Not to be confused with 🌼 Blossom, which is yellow on many platforms.

Sunflower was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🌻 Yellow Flower","Sunflower","null","U+1F33B",":sunflower:","🇷🇺 Flag: Russia"
"1573612215-1670","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🦇 Bat","https://emojipedia.org/bat/","🦇","Bat","A bat, the flying mammal of the night. Variously depicted as a brown, black, or gray bat, with wings outspread and pointy ears, facing forward or left.
Often used in association with Halloween, vampires, and Batman.
Google’s bat is purplish in color, bearing two fangs. Samsung’s bat was previously brown, Facebook’s gray.

Bat was approved as part of Unicode 9.0 in 2016
and added to Emoji 3.0 in 2016.","🦇 Batman","Bat","null","U+1F987","null","🦇 on Instagram
🦇 on Twitter
🦇 on Wikipedia
🦇 on Yelp
🦇 on YouTube
🦇 on Google Trends
🦇 on Nomad List"
"1573611504-1354","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🎮 Video Game","https://emojipedia.org/video-game/","🎮","Video Game","A video game emoji, shown on major platforms as a console gamepad with D-pad, joysticks, and buttons.

Video Game was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🎮 Gamepad
🎮 Playstation
🎮 Wii U
🎮 Xbox","Video Game Controller","null","U+1F3AE",":video_game:","👾 Alien Monster
🎲 Game Die
🧩 Puzzle Piece
🕹 Joystick
🎥 Movie Camera
🧸 Teddy Bear
📺 Television
📹 Video Camera"
"1573610069-704","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇨🇺 Flag: Cuba","https://emojipedia.org/flag-for-cuba/","🇨🇺","Flag: Cuba","The flag for Cuba, which may show as the letters CU on some platforms.
The Flag: Cuba emoji is a sequence of the 🇨 Regional Indicator Symbol Letter C and 🇺 Regional Indicator Symbol Letter U emojis.
These display as a single emoji on supported platforms.

Flag: Cuba was added to Emoji 1.0 in 2015.","🇨🇺 Cuban Flag","Flag of Cuba","null","U+1F1E8","null","🇨🇺 on Instagram
🇨🇺 on Twitter
🇨🇺 on Wikipedia
🇨🇺 on Yelp
🇨🇺 on YouTube
🇨🇺 on Google Trends
🇨🇺 on Nomad List"
"1573611122-1177","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📿 Prayer Beads","https://emojipedia.org/prayer-beads/","📿","Prayer Beads","A string of beads, as used in prayer or meditation in many religious traditions. Generally depicted as red, wooden beads with a gold, decorative center bead and tassel.
Commonly used to represent various religious sentiments, jewelry, and magic.
Samsung previously featured a Latin cross, suggesting a Christian rosary, though now joins other vendor designs in resembling an Islamic misbaha or Buddhist mala.

Prayer Beads was approved as part of Unicode 8.0 in 2015
and added to Emoji 1.0 in 2015.","📿 Dhikr Beads
📿 Rosary Beads","Prayer Beads","null","U+1F4FF","null","📿 on Instagram
📿 on Twitter
📿 on Wikipedia
📿 on Yelp
📿 on YouTube
📿 on Google Trends
📿 on Nomad List"
"1573610383-848","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","✳ Eight-Spoked Asterisk","https://emojipedia.org/eight-spoked-asterisk/","✳️","Eight-Spoked Asterisk","Used in a similar manner to a regular * asterisk character but tends to be shown in a similar vertical alignment to a • bullet point. The eight spoked asterisk has both a ✳︎ text and ✳️ emoji presentation available on most platforms.

Eight-Spoked Asterisk was approved as part of Unicode 1.1 in 1993
under the name “Eight Spoked Asterisk”
and added to Emoji 1.0 in 2015.","null","Eight Spoked Asterisk","Eight Spoked Asterisk","U+2733",":eight_spoked_asterisk:","❌ Cross Mark
➰ Curly Loop
✴ Eight-Pointed Star
🤮 Face Vomiting
*️⃣ Keycap Asterisk
🔵 Blue Circle
🔷 Large Blue Diamond
🔶 Large Orange Diamond
🔴 Red Circle
⚫ Black Circle
⚪ White Circle
🔹 Small Blue Diamond
🔸 Small Orange Diamond
❇ Sparkle"
"1573612990-2018","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😈 Smiling Face With Horns","https://emojipedia.org/smiling-face-with-horns/","😈","Smiling Face With Horns","A face, usually purple, with devil horns, a wide grin, and eyes and eyebrows scrunched downward in the same manner as 😠 Angry Face on most platforms. Google’s design is red and Facebook’s has black horns and green eyes.
Commonly used to convey mischief, naughtiness, and excitement or excellence (slang, bad or wicked). May also represent devils or devilish behavior, especially around Halloween. More playful and suggestive than its impish counterpart, 👿 Angry Face With Horns.
Google and Samsung previously depicted orangish-red characters, with Google once featuring a frown and Samsung a sharp snaggletooth.

Smiling Face With Horns was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","😈 Devil
😈 Devil Horns
😈 Happy Devil
😈 Purple Devil
😈 Red Devil","Smiling Face With Horns","null","U+1F608",":smiling_imp:","👾 Alien Monster
😠 Angry Face
🤡 Clown Face
😖 Confounded Face
👽 Alien
😝 Squinting Face With Tongue
👻 Ghost
👿 Angry Face With Horns
🎃 Jack-O-Lantern
👺 Goblin
👹 Ogre
😡 Pouting Face
🤘 Sign of the Horns
💀 Skull
☠ Skull and Crossbones
🙂 Slightly Smiling Face
😄 Grinning Face With Smiling Eyes
😏 Smirking Face
🦹 Supervillain"
"1573609927-655","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇭🇷 Flag: Croatia","https://emojipedia.org/flag-for-croatia/","🇭🇷","Flag: Croatia","The flag for Croatia, which may show as the letters HR on some platforms.
The Flag: Croatia emoji is a sequence of the 🇭 Regional Indicator Symbol Letter H and 🇷 Regional Indicator Symbol Letter R emojis.
These display as a single emoji on supported platforms.

Flag: Croatia was added to Emoji 1.0 in 2015.","🇭🇷 Croatian Flag","Flag of Croatia","null","U+1F1ED","null","🇭🇷 on Instagram
🇭🇷 on Twitter
🇭🇷 on Wikipedia
🇭🇷 on Yelp
🇭🇷 on YouTube
🇭🇷 on Google Trends
🇭🇷 on Nomad List"
"1573611778-1479","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍤 Fried Shrimp","https://emojipedia.org/fried-shrimp/","🍤","Fried Shrimp","A prawn or shrimp breaded and deep-fried golden-brown. Known as ebi furai in Japan but commonly called shrimp tempura and served in a bento box. Not to be confused with the Shrimp.

Fried Shrimp was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🍤 Fried Prawn
🍤 Shrimp Tempura","Fried Shrimp","null","U+1F364",":fried_shrimp:","🍆 Eggplant
🍱 Bento Box
🐡 Blowfish
🥢 Chopsticks
🍳 Cooking
🦀 Crab
🥟 Dumpling
🐟 Fish
🍥 Fish Cake With Swirl
🎣 Fishing Pole
🇯🇵 Flag: Japan
🍟 French Fries
🍔 Hamburger
🦞 Lobster
🍢 Oden
🤏 Pinching Hand
🍿 Popcorn
🍗 Poultry Leg
🍘 Rice Cracker
🥘 Shallow Pan of Food
🦐 Shrimp
🍜 Steaming Bowl
🍣 Sushi
🌮 Taco"
